track_rank,track_id,track_name,artists,track_duration,track_is_explicit,track_popularity,album_id,album_name,album_release_year,album_type,artist_name,artist_name_others,artist_id,artist_id_others,track_danceability,track_energy,track_key,track_loudness,track_mode,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,artist_popularity,artist_followers,artist_genre,artist_genre_others
50,6qZffcM97ZL29kLwn3LiJ9,5 Page Letter,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2NjfafEappzvGGGDdMRJMP'}, 'href': 'https://api.spotify.com/v1/artists/2NjfafEappzvGGGDdMRJMP', 'id': '2NjfafEappzvGGGDdMRJMP', 'name': 'Azizi Gibson', 'type': 'artist', 'uri': 'spotify:artist:2NjfafEappzvGGGDdMRJMP'}]",2.9727,True,10,1CQrYP9ZgCHRmhbfl5RXN6,5 Page Letter,2019,album,Azizi Gibson,,2NjfafEappzvGGGDdMRJMP,,0.87,0.448,1,-11.995,1,0.0678,0.186,0.183,0.313,0.383,52,146469,dark trap,underground hip hop
18,6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP'}, 'href': 'https://api.spotify.com/v1/artists/0QHgL1lAIqAw0HtD7YldmP', 'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled', 'type': 'artist', 'uri': 'spotify:artist:0QHgL1lAIqAw0HtD7YldmP'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}]",3.3370166666666665,True,74,5nNtpPsSUgb9Hlb3dF1gXa,POPSTAR (feat. Drake),2020,album,DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,3TVXtAsR1Inumwj472S9r4,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,79,8886196,hip hop,"miami hip hop, pop rap, rap, southern hip hop, trap"
19,01dZ1jkH4jGvlwSI7SOzLR,A Hymn,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/75mafsNqNE1WSEVxIKuY5C'}, 'href': 'https://api.spotify.com/v1/artists/75mafsNqNE1WSEVxIKuY5C', 'id': '75mafsNqNE1WSEVxIKuY5C', 'name': 'IDLES', 'type': 'artist', 'uri': 'spotify:artist:75mafsNqNE1WSEVxIKuY5C'}]",5.311566666666667,False,35,0ojQHzflxMs6SfvBBkRKt6,Ultra Mono,2020,album,IDLES,,75mafsNqNE1WSEVxIKuY5C,,0.502,0.606,7,-8.581,1,0.0331,0.03,0.373,0.111,0.037,60,498786,bristol indie,modern rock
20,1BBc8WHLCPg8k2M6SeC9am,All of a Sudden (feat. THEMXXNLIGHT),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop'}, 'href': 'https://api.spotify.com/v1/artists/137W8MRPWKqSmrBGDBFSop', 'id': '137W8MRPWKqSmrBGDBFSop', 'name': 'Wiz Khalifa', 'type': 'artist', 'uri': 'spotify:artist:137W8MRPWKqSmrBGDBFSop'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7crF48BmAnNaoNU8QPVld0'}, 'href': 'https://api.spotify.com/v1/artists/7crF48BmAnNaoNU8QPVld0', 'id': '7crF48BmAnNaoNU8QPVld0', 'name': 'THEMXXNLIGHT', 'type': 'artist', 'uri': 'spotify:artist:7crF48BmAnNaoNU8QPVld0'}]",3.63755,True,39,0YFou4SbS16F4GhSADLDfz,Rolling Papers 2,2018,album,Wiz Khalifa,THEMXXNLIGHT,137W8MRPWKqSmrBGDBFSop,7crF48BmAnNaoNU8QPVld0,0.69,0.572,4,-9.71,0,0.174,0.293,2.05e-06,0.12,0.396,83,10836127,dance pop,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap"
21,6Axm9F42ba7Ygnl00jnmae,The Reflecting Pool,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3s596fAjCmoXEGdAZLy8EW'}, 'href': 'https://api.spotify.com/v1/artists/3s596fAjCmoXEGdAZLy8EW', 'id': '3s596fAjCmoXEGdAZLy8EW', 'name': 'delving', 'type': 'artist', 'uri': 'spotify:artist:3s596fAjCmoXEGdAZLy8EW'}]",9.500433333333334,False,34,2KG51JDtjZGfxM2usME9SM,Hirschbrunnen,2021,album,delving,,3s596fAjCmoXEGdAZLy8EW,,0.255,0.485,2,-12.931,0,0.0337,0.0632,0.846,0.151,0.0389,26,5165,,
22,6N2bJFZS6cAsmFspHz8xIf,THE DRAKE,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6VTvaLJ9arNmKi8e1ekOwW'}, 'href': 'https://api.spotify.com/v1/artists/6VTvaLJ9arNmKi8e1ekOwW', 'id': '6VTvaLJ9arNmKi8e1ekOwW', 'name': 'cleopatrick', 'type': 'artist', 'uri': 'spotify:artist:6VTvaLJ9arNmKi8e1ekOwW'}]",3.4656833333333332,True,33,5wxOooo49L2xdM6EOWAhIy,THE DRAKE,2021,album,cleopatrick,,6VTvaLJ9arNmKi8e1ekOwW,,0.388,0.852,6,-7.826,1,0.053,0.000142,0.839,0.939,0.355,54,179234,modern alternative rock,"modern rock, rock"
23,6dsoPBbMuUodSUvhRW7Vr4,Alone (feat. FEMME),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/532SqCIYmJyXEdEiCJLgYG'}, 'href': 'https://api.spotify.com/v1/artists/532SqCIYmJyXEdEiCJLgYG', 'id': '532SqCIYmJyXEdEiCJLgYG', 'name': 'Cristoph', 'type': 'artist', 'uri': 'spotify:artist:532SqCIYmJyXEdEiCJLgYG'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2lcT6qkYGkmQQ3KCU5BW9K'}, 'href': 'https://api.spotify.com/v1/artists/2lcT6qkYGkmQQ3KCU5BW9K', 'id': '2lcT6qkYGkmQQ3KCU5BW9K', 'name': 'FEMME', 'type': 'artist', 'uri': 'spotify:artist:2lcT6qkYGkmQQ3KCU5BW9K'}]",3.7539,False,61,0WJsan45K0BcQbJiM5SdEN,Alone (feat. FEMME),2016,album,Cristoph,FEMME,532SqCIYmJyXEdEiCJLgYG,2lcT6qkYGkmQQ3KCU5BW9K,0.675,0.674,10,-11.037,0,0.0413,0.0058,0.901,0.11,0.317,55,51773,house,progressive house
25,1Ei1qFCo7Jf4eUSEvvzipa,River In The Road,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4pejUc4iciQfgdX6OKulQn'}, 'href': 'https://api.spotify.com/v1/artists/4pejUc4iciQfgdX6OKulQn', 'id': '4pejUc4iciQfgdX6OKulQn', 'name': 'Queens of the Stone Age', 'type': 'artist', 'uri': 'spotify:artist:4pejUc4iciQfgdX6OKulQn'}]",3.3177666666666665,False,32,64SL0QEXxulD2QgwJmJbUL,Era Vulgaris,2007,album,Queens of the Stone Age,,4pejUc4iciQfgdX6OKulQn,,0.357,0.981,11,-4.519,0,0.199,0.567,0.709,0.115,0.0376,70,3117236,alternative metal,"alternative rock, blues rock, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock"
26,0FH4vs65tPErwViCdEMG2x,Bad Things,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2org0PubBAxTvjVvLo9PJ0'}, 'href': 'https://api.spotify.com/v1/artists/2org0PubBAxTvjVvLo9PJ0', 'id': '2org0PubBAxTvjVvLo9PJ0', 'name': 'Cailin Russo', 'type': 'artist', 'uri': 'spotify:artist:2org0PubBAxTvjVvLo9PJ0'}]",3.6146666666666665,False,0,5NQ1bGuhdZtluBBgAKFFC0,House with a Pool,2018,album,Cailin Russo,,2org0PubBAxTvjVvLo9PJ0,,0.577,0.767,2,-5.246,1,0.0432,0.12,0.0,0.0999,0.418,54,29218,la pop,
27,6DxkodX3jHLdh6P9V02X1s,Ground Control - Live from Printworks London,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5tDjiBYUsTqzd0RkTZxK7u'}, 'href': 'https://api.spotify.com/v1/artists/5tDjiBYUsTqzd0RkTZxK7u', 'id': '5tDjiBYUsTqzd0RkTZxK7u', 'name': 'Ben Böhmer', 'type': 'artist', 'uri': 'spotify:artist:5tDjiBYUsTqzd0RkTZxK7u'}]",4.614416666666667,False,22,02SXhQdAv0nVwbLgFNtlR0,Live from Printworks London,2020,album,Ben Böhmer,,5tDjiBYUsTqzd0RkTZxK7u,,0.536,0.707,1,-9.426,1,0.0452,0.0553,0.0111,0.136,0.0794,66,347640,,
28,7jHYiFS2lcQ76ukeHUciZK,Shot Again,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7mDU6nMUJnOSY2Hkjz5oqM'}, 'href': 'https://api.spotify.com/v1/artists/7mDU6nMUJnOSY2Hkjz5oqM', 'id': '7mDU6nMUJnOSY2Hkjz5oqM', 'name': 'Roy Woods', 'type': 'artist', 'uri': 'spotify:artist:7mDU6nMUJnOSY2Hkjz5oqM'}]",2.5873666666666666,True,42,3JdLn9W9Nz6kkYBEYhGj6E,Shot Again,2020,album,Roy Woods,,7mDU6nMUJnOSY2Hkjz5oqM,,0.676,0.549,8,-8.318,1,0.19,0.00993,0.0,0.0955,0.157,62,938493,canadian contemporary r&b,"canadian hip hop, pop rap, r&b, trap, trap soul"
29,0Ot6qzEWZqbwxKEtehS7Lp,Gorgeous,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0H39MdGGX6dbnnQPt6NQkZ'}, 'href': 'https://api.spotify.com/v1/artists/0H39MdGGX6dbnnQPt6NQkZ', 'id': '0H39MdGGX6dbnnQPt6NQkZ', 'name': 'SAINt JHN', 'type': 'artist', 'uri': 'spotify:artist:0H39MdGGX6dbnnQPt6NQkZ'}]",3.095,True,51,65P0Z7ydZpETo9xb8r7Cui,Gorgeous,2020,album,SAINt JHN,,0H39MdGGX6dbnnQPt6NQkZ,,0.839,0.687,0,-6.648,1,0.0493,0.0319,9.62e-06,0.2,0.281,71,912970,melodic rap,"rap, slap house, trap"
30,40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY'}, 'href': 'https://api.spotify.com/v1/artists/0Y5tJX1MQlPlqiwlOH1tJY', 'id': '0Y5tJX1MQlPlqiwlOH1tJY', 'name': 'Travis Scott', 'type': 'artist', 'uri': 'spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY'}]",4.852916666666666,True,83,3SpBlxme9WbeQdI9kx7KAV,Certified Lover Boy,2021,album,Drake,Travis Scott,3TVXtAsR1Inumwj472S9r4,0Y5tJX1MQlPlqiwlOH1tJY,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,98,70105736,canadian hip hop,"canadian pop, hip hop, rap, toronto rap"
